OGC_FID,GEOMETRY,id,name,beschr,datierung,quelle,bz,ez,klassen,typ,lageq,zs1,zs2,zs3,zs4,bewertung,chronocode,texte,plan,ag,nuts3,nuts0,nr_ag,x,y
100,,88,"Kołuda Wielka, pow. Inowrocławski (woj. Kujawsko-Pomorskie)
",,Früheisenzeit,"Dräger 2014, Nr. 88",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1111409.363335,5892795.001232
101,,92,"Kamieniec, pow. Radziejowski (woj. Kujawsko-Pomorskie)
",,Früheisenzeit,"Dräger 2014, Nr. 92",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1119913.555784,5926894.408411
102,,104,"Tyniec, pow. Krakowski (woj. Małopolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 104",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1253175.450270,5599671.254924
103,,102,"Maszkowice, pow. Nowosądecki (woj. Małopolskie)
",,Jungbronzezeit,"Dräger 2014, Nr. 102",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,0,,,0,1343573.541601,5562582.157262
104,,100,"Kurów, pow. Nowosądecki (woj. Małopolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 100",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1346134.208119,5583238.957075
106,,101,"Marcinkowice, pow. Nowosądecki (woj. Małopolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 101",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1336610.069195,5578942.340910
107,,103,"Zabrzeż, pow. Nowosądecki (woj. Małopolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 103",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1327008.915585,5566885.042123
108,,115,"Jantarnaja, Rajon Jantarny (Oblast Kaliningrad)
",,Früheisenzeit,"Dräger 2014, Nr. 115",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1204660.699898,6136538.264530
109,,114,"Mednicken, Rajon Selenogradsk (Oblast Kaliningrad)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 114",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,0,,,0,1220030.122166,6121667.947994
110,,97,"Sztynort, pow. Węgorzewo (woj. Warmińsko-Mazurskie)
",,Früheisenzeit,"Dräger 2014, Nr. 97",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1304861.338057,6052868.784479
111,,98,"Lipowo, pow. Nidzicki (woj. Warmińsko-Mazurskie)
",,Früheisenzeit,"Dräger 2014, Nr. 98",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1294840.636419,6021703.252705
112,,95,"Olsztyn-Hermanowo, woj. Warmińsko-Mazurskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 95",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,0,,,0,1230606.754913,6014812.208406
113,,96,"Łęcze, pow. Elbląg (woj. Warmińsko-Mazurskie)
",,Früheisenzeit,"Dräger 2014, Nr. 96",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1177148.379599,6055311.367856
114,,94,"Kretowiny, pow. Ostróda (woj. Warmińsko-Mazurskie)
",,Früheisenzeit,"Dräger 2014, Nr. 94",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1180373.757675,6017570.227822
115,,93,"Starzykowo Małe, pow. Iława (woj. Warmińsko-Mazurskie)
",,Früheisenzeit,"Dräger 2014, Nr. 93",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1165266.917259,5996572.418430
116,,,Halle-Giebichenstein,"Höhensiedlung, keine Befestigungsspuren nach Peschel","Per IV-VI, Sha-FLT","Heske, Karte Watenstedt; Peschel 1999, Nr. 13",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,705851.015461,5707137.436680
117,,,Bösenburg,,Per IV-VI; Spätbronzezeit und Späthallstattzeit,"Heske, Karte Watenstedt; Peschel 1999, Nr. 5",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,686572.078429,5717976.861579
118,,,keine näheren Angaben,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,669052.484613,5733319.179122
119,,,keine näheren Angaben,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,656398.120547,5736226.262759
120,,,keine näheren Angaben,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,652294.002471,5736397.267679
121,,,keine näheren Angaben,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,645453.805678,5740501.385755
122,,,keine näheren Angaben,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,637245.569527,5739817.366075
123,,,keine näheren Angaben,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,684186.420017,5681590.190877
127,,,Bad Frankenhausen,,"Per IV-VI; Frühlatène, Späthallstatt","Heske, Karte Watenstedt; Peschel 1999 Nr. 2",3,0,,1,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,648959.406535,5699545.707458
129,,,"Osterode am Harz, Pipinsburg",mehrteilige Abschnittsbefestigung,"; HaD/FLT, LtB2-Ltc, Ma","Heske, Karte Watenstedt; Heine 1999; Peschel 1999, Nr. 25",3,3,,,3,0.000000,1.000000,3.000000,0.000000,3,0,,,1,,,1,583859.873523,5733038.938276
130,,,Hünenburg bei Watenstedt,,Per IV-VI,"Heske, Karte Watenstedt",3,0,,1,3,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,626536.836522,5772427.134891
131,,,"Stubnitz 1, Lkr. Vorpommern-Rügen (Mecklenburg-Vorpommern)
",,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,800691.256719,6052557.120561
132,,,Ralswiek,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,3,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,790757.900185,6046403.713859
133,,,"Granitz, Rügen",,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,803064.713590,6038140.567716
134,,,"Ketelshagen, Rügen",,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,788384.443314,6033393.653974
135,,,Katzow,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,802713.090350,5996912.742810
136,,,Schlemmin,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,738190.225785,6014142.281577
137,,,Schlemmin Forst,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,686237.892056,5972035.398571
138,,,Klein Luckow,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,729487.550592,5953399.366844
139,,,Karow,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,715950.055847,5940213.495339
140,,,Burg Stargard,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,785747.269013,5935290.769977
141,,,Klempenow,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,783637.529572,5969574.035890
142,,,Wittenborn,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,809481.837722,5949531.511203
143,,,Rothemühle Forst,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,817920.795485,5945136.220701
144,,,Fahrenwalde,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,838314.943413,5934235.900257
145,,,Eggesin,,"vermutete jungbronze-/früheisenzeitlichen Wallanlage
",Dräger 2014,2,1,Ringwall,,2,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,844995.784975,5955333.294665
146,,,Amelungsburg bei langenfeld,,Latène; 300-100 v. Chr.,Heine 2000; Cosack 2008,0,2,,,2,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,518359.438016,5783723.636967
147,,,Hünenburg bei Langenfeld,,Datierung zweifelhaft,Heine 2000; Cosack 2008,0,2,,,2,0.000000,1.000000,1.000000,1.000000,3,,,,1,,,1,517223.773422,5784220.261076
148,,,Schulenburg auf dem Marienberg,,Eisenzeit,Heine 2000; Cosack 2008,0,2,,,3,0.000000,2.000000,2.000000,1.000000,3,,,,1,,,1,552427.691715,5780506.589013
149,,,Barenburg bei Wülfinghausen,"mehrphasige Abschnittsbefestigung, 5,5 ha","ältere Eisenzeit, unbestimmt",Heine 1999; 2000; Cosack 2008,0,2,,,2,0.000000,1.000000,2.000000,0.000000,3,,,,1,,,1,544006.439809,5777118.497698
150,,,Kukesburg bei Altenhagen,,Datierung zweifelhaft,Heine 2000; Cosack 2008,0,2,,,2,0.000000,1.000000,1.000000,1.000000,3,,,,1,,,1,536203.371338,5779149.637609
151,,,Hirschkopf bei Springe,,Datierung zweifelhaft,Heine 2000; Cosack 2008,0,2,,,2,0.000000,1.000000,1.000000,1.000000,3,,,,1,,,1,537171.611935,5787733.434990
152,,,Hohe Schanze bei Winzenburg,"Spornberestigung, 5-6 ha",Datierung zweifelhaft nach Cosack 2008; nach Heine 1997: mittlere und jüngere vorröm. EZ,Heine 1999; 2000; Cosack 2008,0,2,,,3,0.000000,0.000000,1.000000,1.000000,3,,,,1,,,1,565033.231712,5755080.366580
153,,,Hünenburg bei Ammensen,,Eisenzeit,Heine 2000; Cosack 2008,0,2,,,2,0.000000,0.000000,2.000000,1.000000,3,,,,1,,,1,556534.952572,5751166.821265
154,,,"Bovenden, Plesse","Kulturschicht der älteren Eisenzeit, möglicherweise Befestigung zerstört",ältere Eisenzeit,Heine 1999,0,0,,,2,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,566931.984880,5716740.941811
155,,,"Bühle, Alte Burg",Kuppe mit schwachen Befestigungsresten und Keramik der älteren Eisenzeit,ältere Eisenzeit,Heine 1999,0,3,,,2,0.000000,0.000000,2.000000,0.000000,3,,,,1,,,1,568569.415111,5723153.988682
156,,,"Einbeck-Negenborn, Burgberg","Spornbefestigung, in der Nähe eisenzeitliche Siedlung",BZ/LtA-D,Heine 1999,2,3,,,3,0.000000,2.000000,3.000000,3.000000,3,,,,1,,,1,563502.130498,5742618.483375
157,,,"Klein Lengden, Lengderburg",zwei Abschnittswälle mit Schwerbenkonzentration,SHA-FLT,"Heine 1999; Peschel 1999, Nr. 17",0,3,,,2,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,571388.601647,5707299.157920
158,,,"Nörten, Rammelsberg im Leinetal","steinerner Ringwall, 150*180 m, Scherben",BZ/vorrömische Eisenzeit,Heine 1999,2,0,,,2,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,563787.471006,5722270.347581
159,,,"Pless-Forst, Bovenden, Hünstollen","dreifacher Abschnittswall, Keramik, Siedlungsspuren",HaD-LtB,Heine 1999,0,3,,,2,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,572859.021326,5714832.377536
160,,,"Pless-Forst, Bovenden, Ratsburg",Spornbefestigung mit Vorwall,ältere Eisenzeit,"Heine 1999; Peschel 1999, Nr. 31",0,3,,,3,0.000000,1.000000,3.000000,0.000000,3,,,,1,,,1,568911.809800,5716872.429762
161,,,"Pless-Forst, Bovenden, Wittenburg, Reyershausen",Spornbefestigung mit Abschnitgswall,SHA/FLT,"Heine 1999; Peschel 1999, Nr. 30",0,3,,,2,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,567732.286732,5717226.666810
162,,,"Vogelbeck, Vogelsburg",wohl eisenzeitliche Befestigung mit Scherben,"SHA,/FLT, oder eher MLT/SLT","Heine 1999; Peschel 1999, Nr. 38",0,3,,,3,0.000000,1.000000,3.000000,3.000000,3,,,,1,,,1,565412.673950,5738239.213569
163,,,"Schnippenburg, Ostercappeln",,Latène C,Heine 1999; Möllers xxx,0,3,,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,444346.428446,5800586.243004
164,,,"Arkeburg, Gemeinde Goldenstedt",Doppelter Ringwall,EZ oder wohl doch MA?,Heine 1999,0,0,,,3,0.000000,0.000000,1.000000,1.000000,3,,,,1,,,1,458556.919013,5845681.134886
165,,,Brunkelburg im Elm bei Reitling (Kuxwall),Ringwall mit Bronzering der älteren vorrömischen Eisenzeit,ältere vorrömische EZ,Heine 1999,0,3,,,3,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,619408.536288,5784957.935898
166,,,Krimmelburg im Elm bei Reitling,"Ringwall mit Keramik der vorrömischen Eisenzeit, die parallelen Wendehaiwälle in der Nähe scheinen ebenfalls Latènezeitlich zu sein",vorrömische EZ,Heine 1999,0,3,,,3,0.000000,1.000000,3.000000,1.000000,3,,,,1,,,1,619844.808820,5786145.423262
167,,,Burgberg bei Detfurth,,Eisenezeit,Heine 1999,0,3,,,3,0.000000,0.000000,2.000000,0.000000,3,,,,1,,,1,569172.657776,5769324.406593
168,,,"Frickenberg, Langelsheim",,BZ?,Heine 1999,2,0,,1,3,2.000000,2.000000,0.000000,0.000000,3,,,0,1,,,1,589548.392056,5753967.097175
169,,,"Hedemünde, Burgberg",,,Heine 1999,2,0,,1,3,0.000000,2.000000,2.000000,0.000000,3,,,0,1,,,1,551405.523456,5694125.478481
170,,,"Schwedenschanze, Isingerode",,Bz,Heine 1999; xxx,3,0,,1,3,2.000000,2.000000,0.000000,0.000000,3,,,,1,,,1,608193.879802,5764215.629431
171,,,Wittekindsburg bei Bramsche,,ez,Heine 1999,0,3,,,3,0.000000,0.000000,2.000000,1.000000,3,,,,1,,,1,426327.608414,5810705.759756
172,,,"Heidenschanze, Sievern",Ringwall,"Bei Heine EZ, aber wohl doch nicht vorrömische EZ",Heine 1999; Martens 2007,0,1,,,3,0.000000,0.000000,0.000000,0.000000,1,,,,1,,,1,475128.176112,5945258.404146
173,,,Heidenstadt,Ringwall,"Nach Heine EZ, aber wohl doch nicht vorrömische EZ",Heine 1999,0,1,,,3,0.000000,0.000000,0.000000,0.000000,1,,,,1,,,1,475471.514850,5945903.777714
174,,,"Cuxhaven, Duhnen, Am Kirchhof",Ringwall,"Übergang ältere-mittlere BZ und Per. III, es liegen zahlreiche Radiokarbondaten vor",Veit u. Wendowski-Schünemann 2006; Wendowski-Schünemann u. Veit 2013,3,0,,1,3,3.000000,2.000000,0.000000,0.000000,3,,,,1,,,1,475029.433956,5969711.608628
175,,,"Ahlerstedt, Oersdorf, Wallanlage",Ringwall,BZ/EZ,Noesler u. a. 2013,3,3,,,3,0.000000,2.000000,1.000000,1.000000,3,,,,1,,,1,525079.444881,5916315.335754
176,,,"Wittorf, Befestigung",Wallanlage,"ez, 5. Jahrhunderts v. Chr.
; ","S. Hesse u. K. P. Hofmann, Der mehrperiodige Fundplatz Wittorf, StadtVisselhövede, Arch. Ber. Landkr. Rotenburg (Wümme) 13, 2006 ;S. Hesse 2010: Die eisenzeitliche Befestigung von Wittorf, Lkr. Rotenburg (Wümme). In: M. Meyer (Hrsg.): Haus - Gehöft - Weiler - Dorf. Siedlungen der vorrömischen Eisenzeit im nördlichen Mitteleuropa. Internationale Tagung an der FU Berlin . Berliner arch. Forsch. 8. Rahden, Westf. 2010, 327–341; Martens 2007.",0,3,Siedlungseinhegung mit Wall,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,535552.596004,5873866.756100
177,,,Ringwall im Riesewohld,Ringwall,kurz vor oder um Christie Geburt,"V. Arnold, Schleswig-Holstein neu entdeckt (Heide 2012).",0,3,,,3,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,514725.131371,6000456.377619
178,,,Borremose,Ringwall,"mittlere vorrömische EZ, Jastorf b, Hingst IC; späte vorrömische EZ, Ripdorf, Hingst Id/IIa; 410-40 BC",xxxxx; Martens 2007,0,3,befestigte Siedlung Typ Borremose,,3,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,534701.239741,6293069.054164
179,,,Lyngmose,Ringwall vom Borremose Typ,"jüngere vorrömische Eisenzeit, Becker IIIa",Eriksen u. Rindel 2003; Martens 2007,0,3,befestigte Siedlung Typ Borremose,,3,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,460961.369996,6221143.176048
180,,,"Borrebjerg, Sejerø",Graben am Fuß eines Hügels,"ältere vorrömische EZ, Becker IA, IIIa, Rörby phase, 425 BP",Liversage 1982; Martens 2007,0,3,,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,633667.624342,6195437.561153
181,,,Petersborg,Halbkreiswall,"Frühe EZ, Laut Liebgott keine Funde vor dem 12. Jh.; nach Christensen hingegen gibt es ein Radiokarbondatum von 600  BC",Liebgott 1977; Christensen 2011,0,2,Ringwall,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,661639.833595,6148025.276982
182,,,Gudsø Vig IV,"Seesperre aus senkrechten Pfählen (5-15 cm) in 5-7  m Abstand. Funktion als Seesperre nicht ganz gesichert, eine Funktion als Fischzaun ist in der Diskussion.","vorrömische Eisenzeit, Radiokarbondaten: 170 BC, AD 30-50, 30-10 BC, 60BC-AD 60, 1260+-75[AD646-902] (K-5054,5055,5056,4486)",Nørgård Jørgensen 2009,0,3,Seesperre,,2,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,538097.102968,6152285.256929
183,,,Olgerdiget,Landwehr,"Errichtung um 50 u.Z.,
Zweite Bauphase um 70 u.Z.,
Dritte Bauphase um 90 u.Z.","P. Ethelberg, in: S. Burmeister - H. Derks, 2000 Jahre Varusschlacht. Konflikt (Stuttgart 2009) 170–182; Neumann, H.: Olgerdiget, Museumsrådet for Sønderjyllands Amt, Haderslev, 1982 ",0,2,Landwehr,,2,0.000000,0.000000,0.000000,0.000000,0,,,,1,,,0,518025.031361,6088657.334203
184,,,Eskilstuna,Fornborg 75*70 m,"vorrömische EZ, 147calBC-232calAD(520±50BP,540±BP,925±BP,1950±BP), 2060 BP (ST 13088, 353-80 calBC)","RAÄ Eskilstuna 532:1, Damel u. Lorin 2008; Fornvännen 94, 1999, 105-106.",0,3,,,1,0.000000,0.000000,2.000000,3.000000,3,,,,1,,,1,925769.143440,6601965.127673
185,,,Ripsa,Fornborg 300*250 m,"BZ u. EZ, 351calBC-115calAD (2050±70BP.795±80BP); weitere Radiokarbondaten aus BZ und mittlerer EZ","RAÄ Ripsa 55:1, Damell u. Lorin 2008",3,3,,,3,0.000000,2.000000,2.000000,3.000000,3,,,,1,,,1,953238.642297,6561573.019750
186,,,Säve,Fornborg 200*130 m,Ältere Eisenzeit und WZ,RAÄ Säve 134:1; Hall 2008,0,3,,,3,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,675757.661139,6411875.735498
187,,,Wallanlage Skälby bei Västerås,Wallanlage,500 v. Chr. bis 200 n. Chr. nach einem nahe gelegenen Gräberfeld,Tervalampi 2004 (Växpressen 8. Januar 2004),0,3,,,2,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,911044.558615,6630035.096437
188,,,"Virkelsborg, Västerbitterna 34:1",Fornborg 45*35 m,"Keramik der Eisenzeit, Radiokarbondatum des Walls der älteren Bronzezeit 1400-1200 BC und von Holzkohle der jüngere BZ 700-500",RAÄ Västerbitterna 34:1; Sjöllin 2011,3,2,,,3,3.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,730862.161059,6450071.586411
189,,,Köping,Fornborg 85 m Durchmesser,"Kulturschicht der älteren Kaiserzeit; Radiokarbondaten 360BC-537AD (110±90 BC, 105±90BC, 80±90BC,180±100AD,220±100AD.)",RAÄ Köping 111:1,0,3,,,3,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,972301.952999,6333748.085231
190,,,Tofta,Fornborg 135*40 m. Bei einer Nachuntersuchung im Inneren der Wallanlage wurde neben Keramik und Knochen eine Bronzenadel gefunden.,Die Brondzenadel wird in die Zeit 500-400 BC datiert.,RAÄ Tofta 85:1,0,2,,,3,0.000000,0.000000,2.000000,0.000000,2,,,,1,,,1,1044728.064425,6413910.777429
191,,,Odensala Prästgård RAÄ235,"Burial Enclosure, umwalltes Gräberfeld","Lum: ~1500 BC, 700-200BC, Radiokarbon: 1300-100BC",Olausson 1995,3,3,Grabeinhegung,,3,3.000000,3.000000,3.000000,0.000000,3,,,,1,,,1,997348.727262,6648315.238014
192,,,"Veda, Angarns socken, RAÄ 111",Hillfort/Fornborgar,"Lum: 600BC-400AD, Radiokarbon: 800BC-450BC und 100AD-500AD",Olausson 1995; Martens 2007,2,3,Höhenburg,,3,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,1017180.701801,6632519.917967
193,,,"Sjöberg, Sollentuna socken RAÄ 84",Hillfort,Radiokarbon: 800-200BC und 300-500AD,Olausson 1995,2,3,Höhenburg,,3,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,1009478.809727,6621619.408954
194,,,"Predikstolen, Uppsala-Näs socken, RAÄ133",Hillfort,"Lum: 1500-1200 BC, Radiokarbon: 1400-800BC",Olausson 1995,3,0,Höhenburg,,3,3.000000,3.000000,0.000000,0.000000,3,,,,1,,,1,981385.038920,6661453.488516
195,,,Olausson 1995; Martens 2007,Enclosure A,"Lum: 500-150BC, Radiokarbon: 400BC-200BC",Olausson 1995; Martens 2007; RAÄ231,0,3,,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,1015775.523644,6636024.574791
196,,,"Lingsberg, „Fjället“, RAÄ265, Vallentuna socken",Enclosure B,"Lum: 300BC-300AD, Radiokarbon: 300BC-100AD",Olausson 1995; Martens 2007,0,3,,,3,0.000000,0.000000,2.000000,3.000000,3,,,,1,,,1,1014830.954933,6636801.526925
197,,,"Ekhagen RAÄ7, Lund socken",Enclosure A,"Lum: 130-150 BC, Radiokarbon: 362BC-53AD",Olausson 1995; Martens 2007,0,3,,,3,0.000000,0.000000,2.000000,3.000000,3,,,,1,,,1,1007735.843819,6650019.326509
198,,,"Rävsta, Angarns socken",Burial Enclosure,"Lum: 0-300AD, Radiokarbon: 200BC-100AD",Olausson 1995,0,3,Grabeinhegung,,3,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,1016759.038560,6634325.484987
199,,,"Runsa, Eds socken, RAÄ2",Hillfort,"Lum: 300-500AD, Radiokarbon: 300-500AD und 800-200BC. Nach Olausson xxxx wurde die Anlage in der RKZ gebaut.",Olausson 1995; Olausson xxxxx,0,3,Höhenburg,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,997877.031143,6636308.783487
200,,,"Tunberget, Sollentuna",Fornborg,Radiokarbon: 100BC-200AD,Olausson 1995,0,1,,,3,0.000000,0.000000,0.000000,2.000000,2,,,,1,,,1,1006390.474293,6624193.309393
201,,,"Helgö, Ekerö socken, RAÄ119",Enclosure A,Radiokarbon 100BC-150AD,Olausson 1995,0,2,,,3,0.000000,0.000000,0.000000,2.000000,2,,,,1,,,1,995128.119277,6602951.112672
202,,,Havor,Fornborg,Späte vorrömische EZ ; Radiokarbon 555-138BC (2060±110; 2140±165),"Martens 2007; Sperling_Luik 2010, 146; Nylén et al 2005",0,3,,,2,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,1060900.864155,6376926.320745
203,,,Hällhage,Fornborg,"vorrömische EZ, unsichere Datierung",Martens 2007,0,2,,,3,0.000000,0.000000,2.000000,2.000000,1,,,,1,,,1,1063386.272902,6421044.482824
204,,,Neu-Pansow,"Palisade, mind. 150 m lang.",vorrömische Eisenzeit,Martens 2007; Segschneider 2005,0,3,Siedlungseinhegung,,2,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,779656.621503,5995876.639572
205,,,"Grøntoft, Siedlung",Siedlung mit Zaunpalisade,500-400BC,Martens 2007; Becker xxxx,0,3,Siedlungseinhegung,,2,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,473545.355055,6225346.222583
206,,,"Koprdalsåsen, Steinkjer",Hillfort,vorrömische Eisenzeit,Martens 2007,0,3,Höhenburg,,1,0.000000,0.000000,2.000000,2.000000,3,,,,0,,,0,623086.155703,7101115.313493
207,,,"Tanemsåsen, Klæbu",Hilfort,"vorrömische Eisenzeit, RKZ, WZ",Martens 2007,0,1,Höhenburg,,1,0.000000,0.000000,2.000000,2.000000,3,,,,0,,,0,574723.549032,7019025.209876
208,,,"Halsstein, Levanger",Hillfort,"Ende der BZ, Ende der Vorrömischen EZ, RKZ",Martens 2007,2,2,Höhenburg,,1,0.000000,2.000000,0.000000,2.000000,3,,,,0,,,0,614523.943339,7068891.718016
209,,,"Scheverlingenburg von Walle, Ldkr Gifhorn","Abschnittswall, auf 50 m Länge und 8-10 m Höhe erhalten",6. Jh. BC,"Wallbrecht 2004: A. WAllbrecht, Nördlichste Burganlage der vorrömischen Eisenzeit. In: M. Fansa, F. both u. Henning Haßmann /Hrsg.) Archäologie Land Niedersachsen 318-320",0,3,,,3,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,598551.435522,5799867.252924
210,,,"Diedrichsburg in Oldendorf, Stadt Melle, Ldkr. Osnabrück (29)","Ringwall, Höhenburg","undatiert, Schlüter geht aufgrund des Umfeldes und der Form von einer möglichen eisenzeitlichen Datierung aus.","Schlüter 2000: W. Schlüter, Die Diedrichsburg in Oldendorf, Stadt Melle, Landkreis Osnabrück (29). In: W. Schlüter (Hrsg.), Burgen und Befestigungen. Schr. Arch. Osnabrücker Landes 2 (Bramsche 2000) 113-116.",0,1,Höhenburg,,3,0.000000,0.000000,1.000000,1.000000,1,,,,1,,,1,455670.411879,5786926.001746
211,,,"Grøntoft, ""Palisade""","Grubenfeldbefestigung, Siedlungseinfriedung",vorrömische Eisenzeit,Martens 2007; Becker xxxx,0,2,Grubenfeldbefestigung Typ Grøntoft,,2,0.000000,0.000000,2.000000,0.000000,2,,,,1,,,1,473544.677738,6225345.672325
